business_id,review_id,useful,stars,date,text,talksamb,talksfood,talksprice,talksservice,isambgood,isfoodgood,ispricegood,isservicegood
_ewEvGkaCtNMzhqgg7STLA,vpTKQM8m3N8cQi0POE0EDQ,1,5,12/2/2011,Amazing food and even better customer service.  The draft root beer and the fire fries are definite must haves.  I love this place and on a Monday  the deals are kickin.  Come here at least once a week.  I brought my dog once and I had to eat outside  they accidently served me a beer (which you can't have outside) they comped me a root beer and told me they'd get me back next time.  Always amazes me how friendly they are here.  Very progressive as well.  The fact that on a Monday  I was able to get a beer  loaded dog and special fries for under 8 bucks  makes me smile.  In tough times  nothing beats the stand.  Hands down.  Also recommend the chili.,0,1,1,1,0,1,0,1
_ewEvGkaCtNMzhqgg7STLA,ieHlLVlT4RjKPabWfMAwRA,1,4,9/6/2012,"It was first weekend free museums courtesy of Bank of America  so my husband and I decided to head over to the Westside to visit the Hammer -- a place neither of us had been to.  We were going to go early afternoon  but on the ride over  we started to realize we hadn't eaten anything since early yesterday  and it was time to fix our blood sugar levels.  That's when I uttered under my breath  Oh  I wish there was a place like The Stand [in Encino]  because i can really just use a good hot dog and some fries.  And some pickles.""  Hmmm  maybe we should just Yelp?  So  we parked at the Hammer and proceeded to see what Yelp would take us.  And  just like it was the hand of God  fate presented us Westwood's The Stand  literally a block away.  I could not believe it.  Thinking it was too good to be true  on the walk over  I was half expecting the place to be closed for the weekend  or anything but open  but not only was it open  it was just the beginning of the lunch rush  so we got there at a perfect time.  We both shared a chili dog  a brat  and some fries.  YU-UUUUMMMM.  It was really all we needed  and the price was just what we needed  too.  And  the exhibit at the Hammer was tremendous  I'm glad we caught it while it was still open.  Altogether  it was a great day to hang out in Westwood.  I highly recommend!  Now  Tha Stand... you just gotta move closer to Burbank...... okay????""",0,1,1,0,0,1,1,0
_ewEvGkaCtNMzhqgg7STLA,hkDKc46Ba7Q-tQ1pDW0J_A,1,4,12/23/2011,Awesome Burgers and Pastrami Place. Sweet potato fries please and Monday Night Dollar Dogs from 5pm-close FTW!,0,0,0,0,0,1,0,0
_ewEvGkaCtNMzhqgg7STLA,FaVZNH16KEYdiBdjh8B2pg,1,5,3/17/2012,First  I'll admit  this place is not really 5 stars  but I don't think it deserves the 3 stars it currently has on yelp  so my rating is a bit inflated. The family and I were stuck on Westwood on a Friday afternoon. If you know anything about LA  it is that freeways are toxic at this time of the day. So we decided to just hang out around the area and find dinner. A quick glance through yelp shows that this area is pretty weak as far as food goes. There was the typical fast food joint that we try to avoid  and there were some high end eateries but all in all nothing that really jumped out. Then we saw this place and found it only has three starts  but we figured how can you go wrong with burgrers   so we gave it a try. It did not disappoint. Aside from the great service that we go  I thought my burgers was great. I added chipoptle to it and was not too overpowering and all. The wife had a chicken burger with onion and avocado and was also great. It wasn't like the best burger and it was a bit on the expensive side but considering the location I'd said it was worth a visit. Then again maybe UCLA students just have high standard for food and that would explain all the bad reviews around Westwood  I guess I'll never know,0,1,1,1,0,1,0,1
_ewEvGkaCtNMzhqgg7STLA,Lfbfjl7kxJIxLBRBzxNOPA,2,4,4/30/2012,The stand honestly isn't deserving of a 3 star rating as mentioned by another yelper.  I honestly think it's more of a 4 star establishment. It would seem that this restaurant is yet again another victim of yelp bullies. Their food is tons better than fast food and way cheaper than all the other sit down restaurants in westwood.   What I got Cilantro lime chicken sandwich: this sandwich was really good and what really made it was that freakin sauce!!! it was PHENOMENAL. like seriously crack to me!!     Sure it was more expensive than the other chicken sandwiches  but hey I wanted something with FLAVOR! if I wanted something on the plain side  then I would've chosen their regular chicken sandwich.  But why would I do that?? It would be plain and it's not like  I could complain. I ordered it lol.  Obviously if you don't want something plain then you should order something that has more oomph.,0,1,1,1,0,1,1,0
_ewEvGkaCtNMzhqgg7STLA,ghvUFa0oPTGJW-ZnNuDASA,1,3,2/21/2011,"The food here is generally good. The service is a bit spotty though. I had the brat dog (if that is indeed the name)... bratwurst with sauerkraut. I had it come with chips and a root-beer float. There were two cashiers serving us. The one who served me left afterward and one guy stayed. The latter guy was kind of annoying.  The dogs took a bit long to come out but my friend's dog came incorrectly (i.e. split and without the veggies she asked for). We waited about 10-15 min for her dog though there was only one other ordering customer. Mine came out 5 min after. The guy came back 5 min later after giving mine with a smile on his face... obviously to hit on my friend. OH! Did I get your order wrong..."" Blah blah. My friend said it was fine and he said he'd bring another one even though she would eat what she had as she was pressed for time. All this time I still hadn't gotten my root beer float. (And Tina MAD  Tina SMASH when thirsty!) While he was asking her about the dog  giving all those cheesy smiles. Blech. I said I also hadn't gotten my root-beer float yet and he shot an ugly glance at me. Gee thanks  asshole! I just want what I paid for! Sorry to rain on your parade but your job should come first. Because of that this review is -1 star.   I haven't had the burger yet but I'll try it sometime... hopefully that same guy won't be there. The food generally seems pretty good... the only thing that seemed kinda expensive were the shake and root-beer float (~$4 and ~$3.50 respectively... to put that in perspective the sausage/dog meal/sandwich was less than $5).""",0,1,1,1,0,1,0,0
_ewEvGkaCtNMzhqgg7STLA,N56ozwQSTQAoRrNppUbtrA,1,4,5/14/2010,"Probably one of the better places that we've stumbled upon around Westwood Village.  It could be a little bit pricey if you tend to have a bigger appetite like me  (from running/biking/swimming all the time...) but a tasty meal.  We opted for sweet potato fries instead of their chips too which added $1.50 per meal.  Total for a burger and hot dog for me  and a veggie burger for my wife  one soda  and a $5 off coupon in the entertainment book and it still came out to almost $30.    If you want to save a little  sign up for their Stand"" card.. You get 5% off.  They also have a deal on Mondays where their regular hot dogs are $1  and their special ones are like $2.50.  WAY cheaper.... I'm sure Mondays will be the days you see more college students.    Monday nights we'll now have to choose between Lamonica's 2 for 1 deal  and this place.""",0,1,1,0,0,1,0,0
_ewEvGkaCtNMzhqgg7STLA,rPUlxSUccXRYidxUkog15A,3,5,8/15/2011,I LIVE for The Stand's veggie burgers!  Their Westside Veggie Burger is absolutely phenomenal!  I could eat that thing almost every day.  For real. Their specials are really good  too.  I took my bf here not too long ago and they had a burger with goat cheese and arugula - he got beef and I got a veggie one - they were awesome too.  Their fries are also really good - sweet potato fries are amazing! I've been wanting to try a cobbler  it's one of my favorite foods of all time.  But I haven't gotten around to it.  Let you know whenever I get here again  because I will definitely be getting it next time! And I haven't had the milkshakes myself  but a couple of my friends got them once when we all went to The Stand together  and they looked REALLY good. Note: one of those restaurants where you pay  take a number and then pick out your own table. And you get your own drinks.,0,1,1,0,0,1,0,0
_ewEvGkaCtNMzhqgg7STLA,qkrFXjIhsnVKM5451ImKLg,2,3,3/18/2010,Came here before my main goal= Diddy Reise cookies!! and decided to have a hot dog.  I like the look of the place. Standard ALL American eatery with beers AND root beers on tap!??!!!! Plus  ESPN on the flat screen.  It didn't take me long to order  I got the Dwntwn LA Dog. Waited less than 10mins and it came to my table.  Nothing great about it except I can see this place being a cool hang out. Total $5.43 w/ no drink.  Hey wait I can get a bacon wrapped for $4 standing on the street corner!! lol!! blah! I'd rather save hot dogs for those drunken moments! But would grab a drink here IF i went to UCLA!!,0,1,0,0,0,0,0,0
_ewEvGkaCtNMzhqgg7STLA,r5kMmPM0Lu3nOjFP46VizQ,1,4,3/21/2012,Great burgers  great chicken sandwiches  great beverages  a great location  and great fries!  Every time I've gone to The Stand  I've left needing a bed and a nap.  The customer service is good  you just walk up  place your order  get  a number  and sit down.  Then the server brings over your food.  The burgers are cooked to order and you can get a nice medium rawr burger if that's what you're feeling!  You can also get delicious fries  but their sweet potato fries are reallllllllly good.  I also like their cole slaw  and their chicken sandwich has hit the spot when I've been eating lighter.  So why  why did it only get 4 stars when this is a 5 star review?  I've been there 5 or 6 times and only once did they actually have the root beer on tap!  I want that root beer  the one time I had it my mouth was engorged in amazing flavor ecstasy  and to have it taken away from me more than once after that was enough to make me drop a star.  I don't know what they need to do  but they need to have that root beer to compliment those amazing burgers!  As soon as the sign for draft root beer catches your eye  it's really all you want  and I just felt it a cop out to not be able to get it all the time.  But even though my lust for root beer hasn't been satiated  the hunger has been and I can sleep at night knowing that The Stand makes awesome food!  PS:  I worked in Westwood for a little over 6 months and food in Westwood really isn't good  and The Stand  really stands out as a place with potential!  Keep up the awesome food!,0,1,0,1,0,1,0,1
_ewEvGkaCtNMzhqgg7STLA,dYW_SXyg3a50sSJmif0sBA,1,4,1/21/2012,Had their bacon cheeseburger with a fried egg... awesome!  Would definelty stop by again when I'm in Westwood.,0,1,0,0,0,1,0,0
_ewEvGkaCtNMzhqgg7STLA,Xcvij09XhJw-bOgHfsRVsA,6,4,5/25/2010,UCLA charges for parking 24/7  that should tell you something about this neighborhood. It's exclusive. It's expensive. And yet The Stand offers some amazing deals as well as tasty  good quality food  great beer and wine selection and a clean  comfortable atmosphere.   There's a lot to choose from and unlike many similar places  you can customize your sandwich or burger to get exactly what you want. I had the Patty Melt  which was delicious  and not too greasy. The bread was crispy and the burger was done just right. The fries are thick home style. I also had a salad which was fresh and really good.   I liked the food and the ambiance far better than the delis in the area. It feels young and hip  exactly the kind of place a college neighborhood should have. If I lived around here  I would come to The Stand all the time. Drinks were up in a few minutes. Food took a little longer but was hot -- brought out right when it was ready.,1,1,1,1,1,1,1,0
_ewEvGkaCtNMzhqgg7STLA,OIIrsGzk5pNP70SDeqM1zA,1,4,4/27/2012,The only gourmet burger place in Westwood. Between 1145am - 1245 the line gets long so be smart. Beef fans? try ABC Burger or BBQ Burger.,0,1,0,1,0,1,0,0
_ewEvGkaCtNMzhqgg7STLA,umLHw9m_VpSkXxorJBj4-A,2,4,11/15/2011,1 dollar hot dogs on Mondays after 5pm  or a 3 dollar kids meal always fills me right up (their kids sized burgers are pretty big actually)  comes with soft drink and fries!  Totally nummy,0,1,0,0,0,1,1,0
_ewEvGkaCtNMzhqgg7STLA,8Jz29gLVI4bFO8yGQtBA5A,3,5,5/1/2012,Probably the only burger I will eat without cheese on it. The quality and the taste of the meat is that good. Fries are excellent too.,0,1,0,0,0,1,0,0
_ewEvGkaCtNMzhqgg7STLA,BVffQtwOInGXn-ONvYxksw,1,2,5/20/2010,"When deciding to have a burger  there are certain caveats that go through my  mind  chief among them:  Man  this is a lot of calories  so this better be good.  I've had Umami burger quite a few times  Comme ca a few times  Pie n Burger. Those are my LA faves.   But i'm not a snob in this regard as I frankly love Big Macs when the mood strikes. Just make it tasty.  I can't put it more plainly:  The Stand has one of the most bland and tasteless burgers I think I've ever had outside a school cafeteria.   But don't associate it with cafeterias: the burger looks edible. It has its own sauce  cheese (not american  which is their first mistake)  what appears to be fresh chuck  and grilled onions (my preference is raw  but I don't mind either).  What is missing is seasoning. If there is any  it completely missed the meat. I literally ate half the burger. My interest in the whole thing shut down after about the 3rd bite.  The fries are equally bland  and a bit too largely cut for my taste.  What elevates this to a two star and not a one star is the Big Red Chili Dog. The taste of the dog is spicy and has a nice pop. The chili is meh  ok"" and the bun almost certainly is store bought.  But it's not a bad hot dog. I'd have it again  if I ever had to revisit this restaurant.  But it doesn't save the damage done from the burger. I would say it's a bad thing if I leave your restaurant regretting eating the burger  because now I'm still hankering for a burger  instead of being satisfied with the Stand.  Such is life  I suppose. If you eat here  enjoy the hot dogs. But you'll be unsatisfied with the burger.""",0,1,0,0,0,0,0,0
_ewEvGkaCtNMzhqgg7STLA,Vc5gY-1Yq0zG2sP4QfYqYg,1,2,8/26/2011,"So I got this really cool voucher from Munchonme.com for a free hot dog from The Stand after 3pm.  It expired on 8/25/11.    I came in on 8/25/11 at 6:45pm.  They wouldn't honor my voucher.  I asked why...the guy at the counter said you're the 3rd person today that brought that in.  we don't accept that anymore.""  I asked if it's because today was the expiration date  and he just said they stopped taking it.  That sucks!   So I just ordered small sweet potato fries.  The guy must have been new because it took forever for him to enter my order (then he had to ask again if I wanted small or large)   then it took forever for him to count my change.    I give this place 2 stars.   The 2 stars are just for the fries only.""",0,1,1,0,0,1,0,0
_ewEvGkaCtNMzhqgg7STLA,L44TnGBu2vUUn8aTvTQk6w,11,4,6/25/2011,"Not just any sandwich would inspire me to write a review as soon as I went to eat  but just a few hours ago  I met (or rather  ate) such a sandwich.   My colleague and friend  Diane insisted we go here because she loved this sandwich so much she wrote notes to the owner and emailed and called multiple times begging him to bring it back even if he had to charge more to make it profitable. So  when he finally brought it back  he emailed her this morning and given she was leaving for Costa Rica tomorrow  she had to go today. Here is where I come in.   See the pics I post. But this was a back by popular demand"" sandwich on their special menu. The chicken buffalo sandwich  topped with coleslaw  blue cheese sauce and spicy tangy buffalo sauce and coleslaw and potato chips. I know this sounds weird  but it worked well! Keep in mind that this is probably the MESSIEST sandwich ever! So  don't order it if you want to be ""dainty"".  $8.99  I also recommend the fire fries. Same buffalo sauce but on the fries. So yummy!   And  the dill pickles are a given. They're free to serve yourself and over on the side by the drink dispenser.   SO GO!!! Delicious and who knows if they will take it off the menu again.""",0,1,1,1,0,1,0,0
_ewEvGkaCtNMzhqgg7STLA,WdakV9OojeuQgthdp4aQtA,1,4,9/2/2011,I'm really not sure why this place only gets 3 stars.  I had a wonderful experience.  The guy at the counter (w/ beard) was SUPER friendly and helpful.  My food came out correct and timely.  The food was way better than I would have thought considering the reviews.  I had mushroom swiss burger w/ fries.  We did go on sleepy Sunday in summer so not much happening in Westwood.   How bad can it be?  They give out free pickles!,0,1,1,1,0,1,0,1
_GTu9MAHtHMkpIUbGSMsdg,#NAME?,1,5,8/22/2010,Have not been to Bob's Big Boy since I was a child and I was NOT disappointed!! Great food and great service! Will definitely go back.,0,1,0,1,0,1,0,1
_GTu9MAHtHMkpIUbGSMsdg,Pef4fMM4AjEFruWwjZzXCg,2,3,3/30/2010,The plain burger was delicious.  The fries were quite distasteful.  They seemed wilted and flat and dry.  Not impressed at all.  It seems no one can match McDonald's fries.  Apple pie was decent.  Will have to try a milkshake sometime.,0,1,0,0,0,1,0,0
_GTu9MAHtHMkpIUbGSMsdg,N-mUtn-1afSWIRvg-LCT-Q,2,4,6/20/2010,Not as classic as the Burbank location and a bit smaller  but the staff is great and the food is good.  I've been to a couple Bob's elsewhere and they were crappy.  I was happy to find this one as the food reminded me of my childhood.  A worthy Bob's.  I heard they are run by the same people as the Burbank one  and you can tell.  Update: Sad this location closed.  It wasn't very buy every time I went in  so I wasn't completely surprised  but now I have to drive to Burbank when I have a Big Boy craving.,0,1,1,1,0,1,0,1
_GTu9MAHtHMkpIUbGSMsdg,dZSOSp6D1Z19WDjaFI6V_w,2,3,5/2/2011,A little bit of nostalgia never hurt anyone.  After the South Pasadena community egg hunt we ventured over to Big Boy's for burger's. There's ample parking (2 hours free) at the parking lot  just a few steps away. Service was exceptional and we were looked after by the hostess  our waiter and store manager.   The order; Bob's original combo  kid's chicken fingers and patty melt combo. All burger's are made to your liking. The patty melt that my husband ordered looked tasty and will be my next choice on our next visit. The onion rings were really tasty too  with a nice seasoned batter and crisp rings. My son loved their fries  which were cooled slightly in comparison to mine  most likely to avoid any burns. I noticed and I appreciate the thought.  This is certainly not my first choice when it comes to burgers but for steady service  food and an atmosphere that is family friendly ( a big plus in our house) Big Boy's is a certainly on the list of places to go.,1,1,1,1,1,1,0,1
_GTu9MAHtHMkpIUbGSMsdg,xZonb1VVTs6Iza_ADa-New,3,3,8/19/2011,I have found memories of Bob's big boy as a kid  I think it's where my parents did my restaurant training since they seem kid and family friendly. And legend has it that one of my uncles once showed up to a birthday party of mine with a full size Bob's big boy as a gift for me (allegedly).   I've wanted to check out this local (Pasadena) Bob's big boy for some time and since I installed the groupon app and saw they had a $6 for $12 deal I thought the timing was right. A meal for $6 is hard to beat.   I order a meal that came with what was a cheeseburger  fries and salad. I also got a drink and it brought my total to just under $12.   I got the food and the first thing that stood out where how small the fries and salad portions where. I think I might be better if they just did one side but did more of it.   The second thing that stood out was the burger; it reminded me of a big mac with the third piece of bread in the middle.   I dug in and the burger was fine  not great not bad  the fries where good  and the salad was ok. I ordered with salad with blue cheese and although the salad seemed drenched in dressing I couldn't taste the blue cheese.   It's hard to complain when you get dinner for $6 but the meal didn't really stand out. And if I had paid full price I think might have been more upset. If you haven't been its worth checking out but see if they have a groupon deal.,0,1,1,1,0,0,0,0
_GTu9MAHtHMkpIUbGSMsdg,iRGk2XzqvotdOUTtoITIsA,5,3,5/8/2010,I can't remember what the old Bob's Big Boy restaurants were like even though my parents dragged my screaming child self to them fairly frequently. This newest incarnation serves simple food with no frills and does it quite well.   Food: I scarfed down my classic hamburger which was drizzled in creamy  tangy sauce (http://www.yelp.com/biz_photos/_GTu9MAHtHMkpIUbGSMsdg?select=Ib7Q6Q5mhrgwHL65MvgjwQ). The meat was tender and was sandwiched between two slices of cheese and a assortment of the usual veggies. No skimping on the fillings either! The buns have that characteristic flavor of being toasted with butter. My sides included the coleslaw and two dipping sauces  but there are other choices on the menu. All in all  this is not the most healthy meal  but it is pretty satisfying. I also sampled some of the fries. I'd rank them as average.   Atmosphere: During the lunch hour  this place is packed full of baby boomers. You can cut the nostalgia with a spork. It's pretty loud inside and during my one visit I noticed there was a LOT of trash and spilled dry condiments like pepper and salt on the ground. Gross. Watch out for the giant Big Boy out front. He's super creepy.  Service: Our waiter was very friendly  but seemed rather forgetful. We did get our food  but only after some order corrections.   Synopsis: Burgers are a bit pricey for what you get  but they do taste very fresh and delicious. It beats McDonald's at any rate.,0,1,1,1,0,1,1,0
_GTu9MAHtHMkpIUbGSMsdg,h0X7Ps0b50XSmOZqEVSd6w,4,4,3/30/2011,I LOVE this big boys!  Most of the big boys are old  parking is horrible  or is just super busy to the point you want to leave. Parking ~ not a problem because there is a huge private parking in the back. This place opened couple of years ago  so you can tell its pretty new. And even when its super busy  its not super loud to the point you get a headach. Also  if you have kids  they are really nice cause they really try to put a smile on every kids face (I always see a few leaving with ballons). The waitress are super nice  and are one of the best waitresses I ever had! The food came fast  and my glass was never empty. Super friendly  and fast service? What more can you ask for?! And my friend & I LOVED our burgers  and the sauces were the best we ever had! (YUM to the ranch & thousand island) And gotta love that big boy statue! Always take a picture with that huge boy before I go home. Gotta love it :),0,1,0,1,1,1,0,1
_GTu9MAHtHMkpIUbGSMsdg,GMUe056kb9UWeQ9I-QXwCA,1,4,2/10/2010,Bob's Big Boy is back in Pasadena (their original location a long time ago  if I'm not mistaken  used to be in the space on North Lake currently occupied by Coco's).    Anyway  the Bob's Big Boy went into the space formerly occupied by Baja Fresh (four Mexican restaurants in one block just didn't work)  and all they did was basically install booths and change the decor.  It is much more appealing now.  The restaurant has a comfortable and festive feel to it.    Now on to the food - I ordered the original double decker hamburger  and it was delicious.  It was one big sloppy mess  with their special sauce  but it was great.  Their special sauce (whatever exactly it is)  adds a kick to it that makes it much more tasty.  Fries were fresh  and in a way  reminded me of In N Out fries.  The double decker hamburger combo also came with a generously-sized side salad  with a choice of dressing.  I ordered dessert - an apple pie a la mode  and the slice was fresh and hot.  Dinner for one  with everything I've mentioned  complete with a soft drink  came out to about $15.00.   Service was friendly and attentive.,1,1,0,1,1,1,1,1
_GTu9MAHtHMkpIUbGSMsdg,CgVVzYbZOMeeiLxnmusLYw,2,2,4/7/2010,So I was on a casual date and had a hankering for cheese fries...  This Bob's Big Boy is definitely not the same quality as the Burbank location. They took over the old Baja Fresh location and made good use of the space  but it is definitely not an improvement.  The decor is the same old school 50's/ 60's diner type that Bob's is known for  but there's where the similarities end with the Burbank location.  The staff was barely cognizant that we were there. After a wait (I guess ample opportunity for first date conversation) they wanted our orders.  Ten minutes later  burnt greasy cold old looking french fries lathered in cheese came out. Er  this was not what I thought I'd be getting. Definitely sub par considering any number of places (cough  cough  Johnny Rockets or Pie n Burger) do their cheese fries warm and fresh and juicy looking. This plate just looked stale and old. My date's soup looked like it was freshly popped out of the can and equally cold. If they can't do these simple items  I hesitate to think what their entrees look like.   I was severely underwhelmed. Too bad because I really like the Bob's Big Boy in Burbank. Guess they can't all be good.,1,1,0,1,0,0,0,0
_GTu9MAHtHMkpIUbGSMsdg,ONRfrPpU89ji0MRpM1GRbw,1,3,2/5/2010,I came in here with a group of 8.  The place is a bit small  but nice.  The service was friendly but seemed to get orders mixed up (to be fair  there were 8 of us and it is a new restaurant with new staff).  The food had some inconsistencies.  The burgers were good  as was the chili.  My chocolate shake was a generous serving size  good consistency  and decent flavor.   The fries were a pathetic  oily  soggy mess.  After all 8 of my parties meals were done  all that was left to be seen were heaps of uneaten fries.  Overall not a bad place to stop for anyone in the area who used to frequent this once popular restaurant.  Maybe one day they'll get the fries right.,0,1,0,1,1,0,0,1
_GTu9MAHtHMkpIUbGSMsdg,6ArJFvk31hLRkGwfbPYAIQ,5,1,10/13/2010,"First time at bobs.  I got the big boy burger with fries.  It taste like a big mac. Fries were nothing special. Won't go back.. I rather go to the Counter in Pasadena for better burgers or McD to be cheap.   After posting this review  I received this message from the owner.  Thanks Ho ! I assume you came for the free big boy day and then spit on us after we gave you free food.  Your kindness is greatly appreciated.  You are right McDonalds is way better than Bobs.  And Bobs is three times as expensive as the counter.  Do you realize that comparison to these restaraunts is wildly inaccurate ?  The Counter is fine dining with check averages over $20 and McDOnalds is fast food.""   I thought about going back and trying the chili or something else.  But  after this message.  Why bother?  If you can't give a honest opinion or review without getting harass  why yelp?    And no  I did not get a free food on Big Boy Day.  I actually paid $12.03 for a Bob's Big Boy Burger  Fries  and a soft drink  plus tax and tip.  Next time  I would gladly pay over $20 to eat at The Counter.""",0,1,1,1,0,0,0,0
_GTu9MAHtHMkpIUbGSMsdg,lv-xoErGl2so-TL8xt1sxA,2,4,4/16/2011,Honestly surprised to see the complaints about the service  as it's easily a strong point for this Bob's; perhaps things have changed in the past couple months. Staff is friendly  fast  and competent  and the restaurant is clean. Portions are generally good  food is decent but not amazing. Selection is underwhelming  and if you frequent here  you'll be running out of things to try.  That said  their patty melt is delicious  and their chili is the sort of cheap  tasty stuff that heart attacks are made out of. The burgers leave a bit to be desired and tend to be on the skimpy side.  It's a nice place to grab a bite if you're visiting South Pasadena late at night.,1,1,1,1,1,1,0,1
